gloss,l1,w1,cc1,l2,w2,cc2,feature1,feature2,feature3,feature4,feature5,feature6,lexstat_simAA,lexstat_simBB,lexstat_simAB,feature7,target,db
good,BURUM,olpNi,6,DEDUA,gombuNa,3,-7.13621298067,0.387351211817,0.948423473428,2.19689337795,0.787044261476,5.21428571429,44.1406815544,64.368860951,9.58461607626,0.282430401139,0,huon
good,BURUM,olpNi,6,HUBE,fia,2,-5.90226933866,0.25842535494,1.35314838905,3.05838396672,1.11788666101,5.21428571429,44.1406815544,27.8917862853,1.05749044412,0.282430401139,0,huon
good,BURUM,olpNi,6,KATE,biaNne,1,-7.10886034139,0.362684640757,1.01422158055,1.89212142056,0.637698644341,5.21428571429,44.1406815544,52.697705241,4.67158588043,0.282430401139,0,huon
good,BURUM,olpNi,6,KOMBA,olipNo,6,6.97277875927,0.000860461781156,7.05804135799,3.14877350917,1.14701301485,5.21428571429,44.1406815544,58.7663454008,27.1708592087,0.282430401139,1,huon
good,BURUM,olpNi,6,KOSORONG,aua,5,-10.5084245292,0.717768535781,0.331608135472,3.42744874209,1.23181617745,5.21428571429,44.1406815544,21.8062722264,1.9923591986,0.282430401139,0,huon
good,BURUM,olpNi,6,MAPE_2,fine,2,-4.94784457978,0.202208518572,1.59845584385,1.94083797316,0.663119824744,5.21428571429,45.7029582538,37.1998359774,3.65693681596,0.282430401139,0,huon
good,BURUM,olpNi,6,MINDIK,olpNi,6,14.5888233958,0.000143410296859,8.84980082722,6.05884896196,1.80151984177,5.21428571429,44.1406815544,46.0853945607,40.6459269196,0.282430401139,1,huon
good,BURUM,olpNi,6,MOMOLILI,saNgam,9,-11.1469286894,0.753334289402,0.283246206267,2.5687189245,0.943407301673,5.21428571429,44.1406815544,57.2099830445,0.0,0.282430401139,0,huon
good,BURUM,olpNi,6,NABAK,kp~emben3N,8,-13.5544926539,0.899612792198,0.105790839124,2.38542597004,0.869377712183,5.21428571429,44.1406815544,94.5969622796,16.4956205456,0.282430401139,0,huon
good,BURUM,olpNi,6,ONO,maine,7,-8.68121534259,0.549978488455,0.59787611342,1.84519397163,0.612584405641,5.21428571429,44.1406815544,40.6630678756,3.88831196267,0.282430401139,0,huon
good,BURUM,olpNi,6,SELEPET,olipNe,6,9.55484542723,0.000286820593719,8.15665364666,2.62781551197,0.966152897234,5.21428571429,44.1406815544,53.7507633107,23.0135561711,0.282430401139,1,huon
good,BURUM,olpNi,6,TIMBE,olipNe,6,9.55484542723,0.000143410296859,8.84980082722,2.58539467315,0.949878174509,5.21428571429,44.1406815544,55.1430860772,24.0747565942,0.282430401139,1,huon
good,BURUM,olpNi,6,TOBO,eha,4,-9.84463087028,0.64979205507,0.431102882554,4.01345443402,1.38965232535,5.21428571429,44.1406815544,25.2431432372,0.579126543569,0.282430401139,0,huon
good,DEDUA,gombuNa,3,HUBE,fia,2,-6.34793634967,0.336440556432,1.08933379801,3.92843767014,1.36824180744,5.21428571429,66.1524114824,27.8917862853,0.0,0.282430401139,0,huon
good,DEDUA,gombuNa,3,KATE,biaNne,1,-5.70943461945,0.279076437688,1.27626956448,3.36650442968,1.21387494481,5.21428571429,66.9713077408,52.697705241,0.0,0.282430401139,0,huon
good,DEDUA,gombuNa,3,KOMBA,olipNo,6,-6.64642643238,0.359673024523,1.02255992547,1.85880361814,0.619933064721,5.21428571429,70.6267029855,58.7663454008,14.124001643,0.282430401139,0,huon
good,DEDUA,gombuNa,3,KOSORONG,aua,5,-4.64200717828,0.214828624695,1.53791466314,2.58809827086,0.950923347655,5.21428571429,66.1526257574,21.8062722264,6.78688965032,0.282430401139,0,huon
good,DEDUA,gombuNa,3,MAPE_2,fine,2,-5.7804095785,0.295998852718,1.21739970062,2.93347641944,1.07618821098,5.21428571429,64.368860951,37.1998359774,12.6394519703,0.282430401139,0,huon
good,DEDUA,gombuNa,3,MINDIK,olpNi,6,-7.13621298067,0.381041158755,0.964847881461,2.28645731479,0.827003595581,5.21428571429,65.8333897194,46.0853945607,16.942386948,0.282430401139,0,huon
good,DEDUA,gombuNa,3,MOMOLILI,saNgam,9,-8.06482068672,0.489315932884,0.714746918609,1.6964096604,0.528514053248,5.21428571429,69.7178908043,57.2099830445,6.67658165874,0.282430401139,0,huon
good,DEDUA,gombuNa,3,NABAK,kp~emben3N,8,1.73358127683,0.00946507959271,4.66014608519,1.68732031496,0.52314165807,5.21428571429,67.1418998664,94.5969622796,29.0284819239,0.282430401139,0,huon
