gloss,l1,w1,cc1,l2,w2,cc2,feature1,feature2,feature3,feature4,feature5,feature6,lexstat_simAA,lexstat_simBB,lexstat_simAB,feature7,target,db
right,Amami,nigiri,395,Hachijō,nigiri,395,14.2208891157,5.02512562814e-05,9.89847501071,3.80669712819,1.33676191768,4.3,43.0987113319,49.5875167475,32.7131789242,0.324002544806,1,japanese
right,Amami,nigiri,395,Kagoshima,miː,395,-7.85077115736,0.46800666633,0.759272738871,3.16361651355,1.15171583951,4.3,43.2124580312,24.22691716,0.0,0.324002544806,1,japanese
right,Amami,nigiri,395,Kyōto,miŋi,395,-2.9674016601,0.125900923764,2.07226000067,4.02329630277,1.39210154245,4.3,43.4736152917,33.3875939003,6.20055053902,0.324002544806,1,japanese
right,Amami,nigiri,395,Kōchi,migi,395,0.49338944332,0.028786424928,3.54785135963,3.73149030226,1.3168076987,4.3,43.1588484187,32.4012581301,9.68285940873,0.324002544806,1,japanese
right,Amami,nigiri,395,Miyako,nʦɨ,395,-8.92721738037,0.520494417863,0.652976115552,3.18592373687,1.15874227425,4.3,43.2017173371,32.3893327285,6.00922725514,0.324002544806,1,japanese
right,Amami,nigiri,395,Oki,miŋi,395,-2.9674016601,0.111029337123,2.19796081418,3.69560321896,1.30714379384,4.3,51.6881306239,35.3749771088,8.06864466173,0.324002544806,1,japanese
right,Amami,nigiri,395,Sado,migi,395,0.49338944332,0.0310337861724,3.47267879145,3.97174420802,1.37920534532,4.3,42.8453543919,32.1256389797,10.1469073276,0.324002544806,1,japanese
right,Amami,nigiri,395,Shuri,niʥiri,395,9.80181668017,0.000306091215182,8.0916274116,4.26899679769,1.45137885765,4.3,43.5391397753,51.602585219,23.9863993719,0.324002544806,1,japanese
right,Amami,nigiri,395,Tōkyō,miŋi,395,-2.9674016601,0.122241300944,2.10175831108,4.03317375641,1.39455359862,4.3,43.0660100967,32.5506712946,5.71912745412,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Kagoshima,miː,395,-7.85077115736,0.5044,0.684385674891,4.17555812157,1.42924803118,4.3,49.2035071716,23.6833384559,2.01106724173,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Kyōto,miŋi,395,-2.9674016601,0.142512562814,1.94832512306,5.64794951689,1.73129256192,4.3,48.7324219208,33.3199419449,6.15515026695,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Kōchi,migi,395,0.49338944332,0.038125,3.26688504405,5.51254480858,1.70702636928,4.3,48.1860487168,32.7212137169,17.8193519381,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Miyako,nʦɨ,395,-8.92721738037,0.545868421053,0.605377319362,2.98952382831,1.09511411997,4.3,50.3462508101,32.6905478007,7.92475851663,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Oki,miŋi,395,-2.9674016601,0.140854271357,1.96002945955,5.04867171029,1.61912518102,4.3,50.4101531658,35.7869500568,8.66108695995,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Sado,migi,395,0.49338944332,0.037,3.29683736634,5.69398937991,1.73941112372,4.3,47.8636392644,32.8631116188,17.7500822143,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Shuri,niʥiri,395,9.80181668017,2.52525252525e-05,10.5865843972,3.36312097813,1.21286940539,4.3,46.495199394,51.3692177109,29.4356407608,0.324002544806,1,japanese
right,Hachijō,nigiri,395,Tōkyō,miŋi,395,-2.9674016601,0.139775,1.96772129207,5.83612633217,1.76406727747,4.3,47.9129817813,32.4960699939,5.71573272641,0.324002544806,1,japanese
right,Kagoshima,miː,395,Kyōto,miŋi,395,1.00687094502,0.0244684611888,3.71037028913,5.11156306773,1.63150524154,4.3,23.1485998677,33.075498814,13.2677496002,0.324002544806,1,japanese
right,Kagoshima,miː,395,Kōchi,migi,395,1.00687094502,0.024295871963,3.71744882113,4.67983962347,1.54326384085,4.3,25.1812923914,32.8194260586,13.6571444688,0.324002544806,1,japanese
right,Kagoshima,miː,395,Miyako,nʦɨ,395,-5.9929018978,0.301155748327,1.20012771175,2.9934217159,1.09641711968,4.3,21.5243606616,33.0933842968,2.01223767007,0.324002544806,1,japanese
right,Kagoshima,miː,395,Oki,miŋi,395,1.00687094502,0.0227008736932,3.78535186655,4.84172130857,1.57727029977,4.3,23.8012253484,35.6574325781,14.3689287445,0.324002544806,1,japanese
right,Kagoshima,miː,395,Sado,migi,395,1.00687094502,0.0228386221452,3.77930222241,4.92257022821,1.59383079821,4.3,24.9839013539,32.159252281,13.285779637,0.324002544806,1,japanese
