concept,doculect,counterpart,cogid,lpID
I,Changsha,ŋo⁴¹,1028,2
I,Guiyang,ŋo⁴²,1028,2
I,Xiamen,gwa⁵³,1028,5
I,Hefei,ʊ²⁴,1028,3
I,Jinan,və⁵⁵,1028,1
I,Jinan,ŋã⁵⁵,1029,2
I,Hangzhou,ŋo⁵³,1028,2
I,Guangzhou,ŋɔ²³,1028,2
I,Nanchang,ŋo²¹³,1028,2
I,Chengdu,ŋo⁵³,1028,2
I,Taoyuan,ɣɤ⁵³,1028,2
I,Taoyuan,æ̃⁵³,1029,6
I,Shexian,a³¹,1030,4
I,Beijing,wo²¹⁴,1028,1
I,Kunming,o⁵³,1028,3
I,Shanghai,ŋu¹³,1028,2
a while,Meixian,ha⁵³,78,12
a while,Changsha,xa¹¹xaʦɿ,79,8
a while,Guiyang,ʦen²¹³,81,9
a while,Guiyang,xa²¹³,78,12
a while,Guiyang,fen⁵⁵ʦoŋ⁵⁵,83,15
a while,Xiamen,tʰjã⁵⁵ʦit⁵tjap³²ba⁵³ku,84,13
a while,Xiamen,tʰjã⁵⁵tam²²poʔ⁵a⁵³ku⁵³,86,14
a while,Hefei,ɕi²⁴kʰɐʔ⁵ʦə,87,11
a while,Hefei,ʂɐʔ⁵,88,10
a while,Jinan,xwer²¹,89,7
a while,Hangzhou,ɕjəʔ⁵əl,91,10
a while,Guangzhou,ʦɐn²²,81,9
a while,Nanchang,ha²¹ʦɿ⁰²,80,12
a while,Chengdu,xər⁵⁵,78,7
a while,Taoyuan,ʦəŋ⁴⁵ʦəŋ⁴⁵,82,9
a while,Shexian,xã,78,12
a while,Beijing,i⁵⁵xwər²¹⁴,89,7
a while,Kunming,xᴀ²¹²,78,12
a while,Shanghai,ɕjɪʔ⁵,90,10
and,Meixian,tʰuŋ¹¹,268,18
and,Changsha,kən³³,270,17
and,Guiyang,xo²¹,272,16
and,Guiyang,xo²¹ta⁴²,273,16
and,Guiyang,ʦʰan⁵⁵,277,18
and,Guiyang,ʦʰan⁵⁵ta⁴²,278,18
and,Xiamen,kap³²,279,21
and,Hefei,kən²¹,270,17
and,Jinan,xə⁴²,272,16
and,Jinan,kẽ²¹³,270,17
and,Jinan,ʨi⁴²,280,23
and,Hangzhou,tɑʔ⁵,281,19
and,Hangzhou,doŋ²¹³,268,18
and,Guangzhou,tʰoŋ²¹,268,18
and,Guangzhou,tʰoŋ²¹maj²¹,269,18
and,Guangzhou,pɔŋ⁵⁵,282,18
and,Guangzhou,pɔŋ⁵³maj²¹,283,18
and,Nanchang,kjɛn⁴²,270,17
and,Nanchang,kjɛn⁴²tɑw⁰²,271,17
and,Chengdu,xo³¹,272,16
and,Chengdu,kən⁵⁵,270,17
and,Chengdu,tʰoŋ³¹,268,18
and,Taoyuan,xwɤ¹¹,272,16
and,Taoyuan,kəŋ¹¹,270,17
and,Shexian,taʔ²¹,281,19
and,Beijing,xɤ³⁵,272,16
and,Beijing,kən⁵⁵,270,17
and,Kunming,æ⁴⁴,284,20
and,Kunming,tᴀ³¹,281,19
and,Shanghai,taʔ⁵,281,19
and,Shanghai,kɔ³⁵,285,22
